,Group
4840,1(1511)
4841,4(2003)
4842,2(1695)
4843,4(2003)
4844,2(1695)
4845,1(1511)
4846,2(1695)
4847,4(2003)
4848,4(2003)
4849,4(2003)
4850,5(1678)
4851,2(1695)
4852,3(944)
4853,2(1695)
4854,4(2003)
4855,2(1695)
4856,4(2003)
4857,2(1695)
4858,1(1511)
4859,2(1695)
4860,1(1511)
4861,4(2003)
4862,2(1695)
4863,2(1695)
4864,3(944)
4865,4(2003)
4866,1(1511)
4867,4(2003)
4868,1(1511)
4869,4(2003)
4870,4(2003)
4871,5(1678)
4872,5(1678)
4873,5(1678)
4874,3(944)
4875,2(1695)
4876,1(1511)
4877,3(944)
4878,2(1695)
4879,3(944)
4880,3(944)
4881,5(1678)
4882,1(1511)
4883,2(1695)
4884,2(1695)
4885,2(1695)
4886,4(2003)
4887,1(1511)
4888,4(2003)
4889,3(944)
4890,1(1511)
4891,3(944)
4892,4(2003)
4893,3(944)
4894,1(1511)
4895,3(944)
4896,1(1511)
4897,2(1695)
4898,1(1511)
4899,3(944)
4900,1(1511)
4901,5(1678)
4902,2(1695)
4903,4(2003)
4904,5(1678)
4905,1(1511)
4906,4(2003)
4907,4(2003)
4908,4(2003)
4909,4(2003)
4910,4(2003)
4911,4(2003)
4912,4(2003)
4913,5(1678)
4914,4(2003)
4915,1(1511)
4916,5(1678)
4917,2(1695)
4918,1(1511)
4919,4(2003)
4920,5(1678)
4921,1(1511)
4922,4(2003)
4923,5(1678)
4924,3(944)
4925,2(1695)
4926,4(2003)
4927,1(1511)
4928,1(1511)
4929,1(1511)
4930,5(1678)
4931,5(1678)
4932,5(1678)
4933,4(2003)
4934,5(1678)
4935,2(1695)
4936,4(2003)
4937,2(1695)
4938,2(1695)
4939,2(1695)
4940,4(2003)
4941,3(944)
4942,3(944)
4943,3(944)
4944,1(1511)
4945,3(944)
4946,3(944)
4947,4(2003)
4948,1(1511)
4949,3(944)
4950,5(1678)
4951,5(1678)
4952,2(1695)
4953,4(2003)
4954,2(1695)
4955,1(1511)
4956,2(1695)
4957,1(1511)
4958,5(1678)
4959,2(1695)
4960,1(1511)
4961,2(1695)
4962,5(1678)
4963,4(2003)
4964,4(2003)
4965,1(1511)
4966,4(2003)
4967,1(1511)
4968,4(2003)
4969,1(1511)
4970,2(1695)
4971,4(2003)
4972,2(1695)
4973,2(1695)
4974,3(944)
4975,4(2003)
4976,5(1678)
4977,2(1695)
4978,2(1695)
4979,5(1678)
4980,1(1511)
4981,2(1695)
4982,5(1678)
4983,2(1695)
4984,5(1678)
4985,4(2003)
4986,1(1511)
4987,4(2003)
4988,4(2003)
4989,5(1678)
4990,5(1678)
4991,4(2003)
4992,5(1678)
4993,4(2003)
4994,5(1678)
4995,5(1678)
4996,3(944)
4997,4(2003)
4998,4(2003)
4999,4(2003)
5000,4(2003)
5001,2(1695)
5002,2(1695)
5003,5(1678)
5004,2(1695)
5005,5(1678)
5006,2(1695)
5007,3(944)
5008,1(1511)
5009,2(1695)
5010,2(1695)
5011,4(2003)
5012,2(1695)
5013,1(1511)
5014,5(1678)
5015,5(1678)
5016,2(1695)
5017,3(944)
5018,4(2003)
5019,4(2003)
5020,5(1678)
5021,3(944)
5022,1(1511)
5023,4(2003)
5024,1(1511)
5025,2(1695)
5026,1(1511)
5027,2(1695)
5028,4(2003)
5029,1(1511)
5030,5(1678)
5031,4(2003)
5032,2(1695)
5033,5(1678)
5034,4(2003)
5035,4(2003)
5036,2(1695)
5037,2(1695)
5038,2(1695)
5039,2(1695)
5040,4(2003)
5041,4(2003)
5042,5(1678)
5043,2(1695)
5044,3(944)
5045,3(944)
5046,2(1695)
5047,1(1511)
5048,1(1511)
5049,3(944)
5050,5(1678)
5051,2(1695)
5052,1(1511)
5053,2(1695)
5054,2(1695)
5055,5(1678)
5056,3(944)
5057,4(2003)
5058,5(1678)
5059,2(1695)
5060,2(1695)
5061,1(1511)
5062,4(2003)
5063,1(1511)
5064,4(2003)
5065,3(944)
5066,3(944)
5067,4(2003)
5068,4(2003)
5069,2(1695)
5070,1(1511)
5071,3(944)
5072,4(2003)
5073,1(1511)
5074,2(1695)
5075,2(1695)
5076,2(1695)
5077,5(1678)
5078,1(1511)
5079,1(1511)
5080,3(944)
5081,5(1678)
5082,5(1678)
5083,4(2003)
5084,2(1695)
5085,4(2003)
5086,5(1678)
5087,1(1511)
5088,5(1678)
5089,2(1695)
5090,1(1511)
5091,1(1511)
5092,1(1511)
5093,4(2003)
5094,1(1511)
5095,5(1678)
5096,3(944)
5097,4(2003)
5098,5(1678)
5099,3(944)
5100,3(944)
5101,5(1678)
5102,3(944)
5103,3(944)
5104,4(2003)
5105,1(1511)
5106,4(2003)
5107,2(1695)
5108,4(2003)
5109,2(1695)
5110,4(2003)
5111,1(1511)
5112,4(2003)
5113,5(1678)
5114,4(2003)
5115,4(2003)
5116,4(2003)
5117,4(2003)
5118,5(1678)
5119,1(1511)
5120,5(1678)
5121,5(1678)
5122,5(1678)
5123,5(1678)
5124,1(1511)
5125,2(1695)
5126,5(1678)
5127,2(1695)
5128,4(2003)
5129,4(2003)
5130,4(2003)
5131,4(2003)
5132,2(1695)
5133,1(1511)
5134,1(1511)
5135,2(1695)
5136,1(1511)
5137,1(1511)
5138,4(2003)
5139,1(1511)
5140,5(1678)
5141,1(1511)
5142,1(1511)
5143,5(1678)
5144,4(2003)
5145,1(1511)
5146,2(1695)
5147,5(1678)
5148,3(944)
5149,1(1511)
5150,5(1678)
5151,4(2003)
5152,4(2003)
5153,5(1678)
5154,4(2003)
5155,1(1511)
5156,2(1695)
5157,2(1695)
5158,2(1695)
5159,3(944)
5160,4(2003)
5161,1(1511)
5162,2(1695)
5163,1(1511)
5164,1(1511)
5165,1(1511)
5166,1(1511)
5167,2(1695)
5168,1(1511)
5169,4(2003)
5170,4(2003)
5171,1(1511)
5172,4(2003)
5173,2(1695)
5174,2(1695)
5175,1(1511)
5176,1(1511)
5177,5(1678)
5178,2(1695)
5179,2(1695)
5180,2(1695)
5181,3(944)
5182,3(944)
5183,4(2003)
5184,4(2003)
5185,5(1678)
5186,4(2003)
5187,5(1678)
5188,1(1511)
5189,1(1511)
5190,3(944)
5191,4(2003)
5192,4(2003)
5193,4(2003)
5194,4(2003)
5195,5(1678)
5196,3(944)
5197,5(1678)
5198,2(1695)
5199,5(1678)
5200,2(1695)
5201,1(1511)
5202,5(1678)
5203,5(1678)
5204,3(944)
5205,1(1511)
5206,5(1678)
5207,1(1511)
5208,2(1695)
5209,1(1511)
5210,1(1511)
5211,5(1678)
5212,1(1511)
5213,5(1678)
5214,4(2003)
5215,5(1678)
5216,3(944)
5217,3(944)
5218,4(2003)
5219,4(2003)
5220,4(2003)
5221,2(1695)
5222,1(1511)
5223,1(1511)
5224,2(1695)
5225,1(1511)
5226,1(1511)
5227,2(1695)
5228,1(1511)
5229,4(2003)
5230,1(1511)
5231,4(2003)
5232,4(2003)
5233,3(944)
5234,5(1678)
5235,2(1695)
5236,5(1678)
5237,3(944)
5238,3(944)
5239,3(944)
5240,2(1695)
5241,3(944)
5242,4(2003)
5243,4(2003)
5244,4(2003)
5245,4(2003)
5246,3(944)
5247,4(2003)
5248,4(2003)
5249,2(1695)
5250,1(1511)
5251,3(944)
5252,3(944)
5253,4(2003)
5254,4(2003)
5255,5(1678)
5256,4(2003)
5257,1(1511)
5258,5(1678)
5259,4(2003)
5260,3(944)
5261,2(1695)
5262,4(2003)
5263,4(2003)
5264,2(1695)
5265,4(2003)
5266,2(1695)
5267,2(1695)
5268,1(1511)
5269,1(1511)
5270,5(1678)
5271,5(1678)
5272,1(1511)
5273,5(1678)
5274,5(1678)
5275,4(2003)
5276,1(1511)
5277,2(1695)
5278,5(1678)
5279,4(2003)
5280,2(1695)
5281,5(1678)
5282,1(1511)
5283,4(2003)
5284,5(1678)
5285,1(1511)
5286,2(1695)
5287,3(944)
5288,3(944)
5289,3(944)
5290,1(1511)
5291,2(1695)
5292,4(2003)
5293,4(2003)
5294,1(1511)
5295,2(1695)
5296,2(1695)
5297,4(2003)
5298,5(1678)
5299,3(944)
5300,1(1511)
5301,2(1695)
5302,5(1678)
5303,3(944)
5304,4(2003)
5305,2(1695)
5306,1(1511)
5307,4(2003)
5308,2(1695)
5309,1(1511)
5310,4(2003)
5311,2(1695)
5312,1(1511)
5313,2(1695)
5314,4(2003)
5315,5(1678)
5316,1(1511)
5317,2(1695)
5318,4(2003)
5319,3(944)
5320,3(944)
5321,2(1695)
5322,4(2003)
5323,2(1695)
5324,5(1678)
5325,5(1678)
5326,4(2003)
5327,3(944)
5328,5(1678)
5329,5(1678)
5330,2(1695)
5331,5(1678)
5332,4(2003)
5333,3(944)
5334,5(1678)
5335,2(1695)
5336,4(2003)
5337,5(1678)
5338,2(1695)
5339,3(944)
5340,3(944)
5341,3(944)
5342,4(2003)
5343,2(1695)
5344,4(2003)
5345,5(1678)
5346,2(1695)
5347,2(1695)
5348,4(2003)
5349,3(944)
5350,5(1678)
5351,5(1678)
5352,1(1511)
5353,4(2003)
5354,4(2003)
5355,1(1511)
5356,4(2003)
5357,1(1511)
5358,4(2003)
5359,1(1511)
5360,4(2003)
5361,4(2003)
5362,4(2003)
5363,2(1695)
5364,4(2003)
5365,5(1678)
5366,5(1678)
5367,1(1511)
5368,1(1511)
5369,2(1695)
5370,2(1695)
5371,2(1695)
5372,3(944)
5373,2(1695)
5374,2(1695)
5375,5(1678)
5376,2(1695)
5377,3(944)
5378,4(2003)
5379,1(1511)
5380,4(2003)
5381,1(1511)
5382,3(944)
5383,5(1678)
5384,5(1678)
5385,5(1678)
5386,5(1678)
5387,5(1678)
5388,1(1511)
5389,1(1511)
5390,2(1695)
5391,2(1695)
5392,2(1695)
5393,2(1695)
5394,3(944)
5395,5(1678)
5396,1(1511)
5397,3(944)
5398,4(2003)
5399,4(2003)
5400,3(944)
5401,5(1678)
5402,3(944)
5403,4(2003)
5404,2(1695)
5405,5(1678)
5406,2(1695)
5407,1(1511)
5408,3(944)
5409,2(1695)
5410,4(2003)
5411,5(1678)
5412,1(1511)
5413,4(2003)
5414,2(1695)
5415,1(1511)
5416,5(1678)
5417,5(1678)
5418,3(944)
5419,4(2003)
5420,5(1678)
5421,2(1695)
5422,4(2003)
5423,1(1511)
5424,4(2003)
5425,4(2003)
5426,5(1678)
5427,4(2003)
5428,4(2003)
5429,4(2003)
5430,4(2003)
5431,3(944)
5432,1(1511)
5433,3(944)
5434,1(1511)
5435,1(1511)
5436,1(1511)
5437,1(1511)
5438,1(1511)
5439,4(2003)
5440,4(2003)
5441,4(2003)
5442,5(1678)
5443,1(1511)
5444,3(944)
5445,4(2003)
5446,5(1678)
5447,2(1695)
5448,4(2003)
5449,3(944)
5450,5(1678)
5451,2(1695)
5452,4(2003)
5453,4(2003)
5454,3(944)
5455,2(1695)
5456,4(2003)
5457,2(1695)
5458,5(1678)
5459,1(1511)
5460,3(944)
5461,4(2003)
5462,5(1678)
5463,5(1678)
5464,5(1678)
5465,3(944)
5466,5(1678)
5467,5(1678)
5468,2(1695)
5469,5(1678)
5470,4(2003)
5471,2(1695)
5472,4(2003)
5473,1(1511)
5474,5(1678)
5475,2(1695)
5476,1(1511)
5477,1(1511)
5478,5(1678)
5479,4(2003)
5480,4(2003)
5481,5(1678)
5482,5(1678)
5483,5(1678)
5484,5(1678)
5485,3(944)
5486,1(1511)
5487,3(944)
5488,4(2003)
5489,4(2003)
5490,4(2003)
5491,2(1695)
5492,1(1511)
5493,5(1678)
5494,2(1695)
5495,4(2003)
5496,5(1678)
5497,5(1678)
5498,1(1511)
5499,5(1678)
5500,1(1511)
5501,1(1511)
5502,2(1695)
5503,1(1511)
5504,4(2003)
5505,2(1695)
5506,1(1511)
5507,4(2003)
5508,5(1678)
5509,2(1695)
5510,3(944)
5511,1(1511)
5512,4(2003)
5513,2(1695)
5514,2(1695)
5515,4(2003)
5516,1(1511)
5517,2(1695)
5518,2(1695)
5519,4(2003)
5520,4(2003)
5521,1(1511)
5522,1(1511)
5523,5(1678)
5524,2(1695)
5525,1(1511)
5526,4(2003)
5527,3(944)
5528,4(2003)
5529,4(2003)
5530,2(1695)
5531,1(1511)
5532,5(1678)
5533,2(1695)
5534,2(1695)
5535,1(1511)
5536,3(944)
5537,4(2003)
5538,4(2003)
5539,1(1511)
5540,5(1678)
5541,4(2003)
5542,2(1695)
5543,2(1695)
5544,3(944)
5545,5(1678)
5546,4(2003)
5547,2(1695)
5548,2(1695)
5549,4(2003)
5550,4(2003)
5551,5(1678)
5552,5(1678)
5553,1(1511)
5554,2(1695)
5555,2(1695)
5556,1(1511)
5557,2(1695)
5558,1(1511)
5559,2(1695)
5560,1(1511)
5561,4(2003)
5562,1(1511)
5563,4(2003)
5564,2(1695)
5565,4(2003)
5566,4(2003)
5567,5(1678)
5568,4(2003)
5569,3(944)
5570,3(944)
5571,5(1678)
5572,5(1678)
5573,2(1695)
5574,4(2003)
5575,5(1678)
5576,5(1678)
5577,5(1678)
5578,4(2003)
5579,5(1678)
5580,5(1678)
5581,5(1678)
5582,5(1678)
5583,5(1678)
5584,5(1678)
5585,4(2003)
5586,1(1511)
5587,1(1511)
5588,2(1695)
5589,2(1695)
5590,2(1695)
5591,5(1678)
5592,3(944)
5593,4(2003)
5594,1(1511)
5595,5(1678)
5596,3(944)
5597,5(1678)
5598,5(1678)
5599,1(1511)
5600,4(2003)
5601,3(944)
5602,5(1678)
5603,1(1511)
5604,3(944)
5605,3(944)
5606,3(944)
5607,3(944)
5608,3(944)
5609,3(944)
5610,3(944)
5611,4(2003)
5612,5(1678)
5613,2(1695)
5614,2(1695)
5615,1(1511)
5616,1(1511)
5617,1(1511)
5618,2(1695)
5619,3(944)
5620,1(1511)
5621,4(2003)
5622,2(1695)
5623,4(2003)
5624,1(1511)
5625,1(1511)
5626,5(1678)
5627,2(1695)
5628,5(1678)
5629,2(1695)
5630,5(1678)
5631,2(1695)
5632,4(2003)
5633,3(944)
5634,5(1678)
5635,3(944)
5636,5(1678)
5637,4(2003)
5638,2(1695)
5639,5(1678)
5640,2(1695)
5641,1(1511)
5642,5(1678)
5643,2(1695)
5644,4(2003)
5645,4(2003)
5646,4(2003)
5647,5(1678)
5648,4(2003)
5649,2(1695)
5650,4(2003)
5651,2(1695)
5652,2(1695)
5653,5(1678)
5654,4(2003)
5655,5(1678)
5656,2(1695)
5657,2(1695)
5658,2(1695)
5659,2(1695)
5660,5(1678)
5661,2(1695)
5662,1(1511)
5663,4(2003)
5664,5(1678)
5665,5(1678)
5666,5(1678)
5667,3(944)
5668,3(944)
5669,1(1511)
5670,5(1678)
5671,4(2003)
5672,4(2003)
5673,4(2003)
5674,5(1678)
5675,4(2003)
5676,5(1678)
5677,5(1678)
5678,5(1678)
5679,1(1511)
5680,5(1678)
5681,2(1695)
5682,2(1695)
5683,3(944)
5684,1(1511)
5685,1(1511)
5686,2(1695)
5687,1(1511)
5688,1(1511)
5689,3(944)
5690,4(2003)
5691,4(2003)
5692,2(1695)
5693,1(1511)
5694,3(944)
5695,4(2003)
5696,5(1678)
5697,5(1678)
5698,5(1678)
5699,2(1695)
5700,4(2003)
5701,5(1678)
5702,5(1678)
5703,5(1678)
5704,5(1678)
5705,5(1678)
5706,2(1695)
5707,3(944)
5708,3(944)
5709,4(2003)
5710,3(944)
5711,5(1678)
5712,5(1678)
5713,2(1695)
5714,4(2003)
5715,1(1511)
5716,1(1511)
5717,4(2003)
5718,2(1695)
5719,3(944)
5720,4(2003)
5721,4(2003)
5722,2(1695)
5723,2(1695)
5724,3(944)
5725,5(1678)
5726,4(2003)
5727,2(1695)
5728,1(1511)
5729,4(2003)
5730,1(1511)
5731,2(1695)
5732,5(1678)
5733,1(1511)
5734,3(944)
5735,4(2003)
5736,3(944)
5737,4(2003)
5738,2(1695)
5739,4(2003)
5740,2(1695)
5741,2(1695)
5742,2(1695)
5743,3(944)
5744,5(1678)
5745,4(2003)
5746,4(2003)
5747,2(1695)
5748,1(1511)
5749,1(1511)
5750,4(2003)
5751,5(1678)
5752,5(1678)
5753,5(1678)
5754,2(1695)
5755,1(1511)
5756,2(1695)
5757,2(1695)
5758,3(944)
5759,2(1695)
5760,5(1678)
5761,3(944)
5762,1(1511)
5763,5(1678)
5764,2(1695)
5765,2(1695)
5766,3(944)
5767,2(1695)
5768,2(1695)
5769,2(1695)
5770,5(1678)
5771,4(2003)
5772,2(1695)
5773,2(1695)
5774,1(1511)
5775,4(2003)
5776,2(1695)
5777,4(2003)
5778,1(1511)
5779,4(2003)
5780,4(2003)
5781,5(1678)
5782,2(1695)
5783,2(1695)
5784,1(1511)
5785,4(2003)
5786,4(2003)
5787,2(1695)
5788,1(1511)
5789,5(1678)
5790,2(1695)
5791,2(1695)
5792,5(1678)
5793,5(1678)
5794,5(1678)
5795,1(1511)
5796,5(1678)
5797,1(1511)
5798,2(1695)
5799,3(944)
5800,1(1511)
5801,2(1695)
5802,4(2003)
5803,2(1695)
5804,2(1695)
5805,1(1511)
5806,1(1511)
5807,4(2003)
5808,1(1511)
5809,5(1678)
5810,2(1695)
5811,2(1695)
5812,1(1511)
5813,5(1678)
5814,2(1695)
5815,1(1511)
5816,1(1511)
5817,4(2003)
5818,1(1511)
5819,1(1511)
5820,3(944)
5821,1(1511)
5822,4(2003)
5823,4(2003)
5824,4(2003)
5825,5(1678)
5826,5(1678)
5827,5(1678)
5828,2(1695)
5829,5(1678)
5830,4(2003)
5831,4(2003)
5832,4(2003)
5833,4(2003)
5834,2(1695)
5835,5(1678)
5836,2(1695)
5837,2(1695)
5838,2(1695)
5839,1(1511)
5840,5(1678)
5841,2(1695)
5842,2(1695)
5843,1(1511)
5844,1(1511)
5845,5(1678)
5846,4(2003)
5847,3(944)
5848,1(1511)
5849,1(1511)
5850,3(944)
5851,2(1695)
5852,4(2003)
5853,2(1695)
5854,4(2003)
5855,2(1695)
5856,1(1511)
5857,2(1695)
5858,3(944)
5859,2(1695)
5860,4(2003)
5861,5(1678)
5862,5(1678)
5863,5(1678)
5864,5(1678)
5865,3(944)
5866,2(1695)
5867,4(2003)
5868,2(1695)
5869,2(1695)
5870,2(1695)
5871,2(1695)
5872,2(1695)
5873,2(1695)
5874,2(1695)
5875,2(1695)
5876,5(1678)
5877,2(1695)
5878,2(1695)
5879,5(1678)
5880,4(2003)
5881,4(2003)
5882,2(1695)
5883,2(1695)
5884,3(944)
5885,4(2003)
5886,2(1695)
5887,2(1695)
5888,2(1695)
5889,1(1511)
5890,4(2003)
5891,4(2003)
5892,5(1678)
5893,5(1678)
5894,5(1678)
5895,1(1511)
5896,2(1695)
5897,3(944)
5898,4(2003)
5899,4(2003)
5900,4(2003)
5901,2(1695)
5902,3(944)
5903,4(2003)
5904,1(1511)
5905,3(944)
5906,1(1511)
5907,3(944)
5908,4(2003)
5909,2(1695)
5910,2(1695)
5911,3(944)
5912,2(1695)
5913,2(1695)
5914,1(1511)
5915,1(1511)
5916,1(1511)
5917,4(2003)
5918,4(2003)
5919,5(1678)
5920,4(2003)
5921,4(2003)
5922,5(1678)
5923,4(2003)
5924,2(1695)
5925,1(1511)
5926,1(1511)
5927,4(2003)
5928,1(1511)
5929,1(1511)
5930,1(1511)
5931,1(1511)
5932,2(1695)
5933,4(2003)
5934,4(2003)
5935,3(944)
5936,3(944)
5937,3(944)
5938,4(2003)
5939,2(1695)
5940,5(1678)
5941,5(1678)
5942,4(2003)
5943,2(1695)
5944,5(1678)
5945,2(1695)
5946,4(2003)
5947,4(2003)
5948,1(1511)
5949,4(2003)
5950,1(1511)
5951,5(1678)
5952,2(1695)
5953,3(944)
5954,2(1695)
5955,5(1678)
5956,5(1678)
5957,5(1678)
5958,5(1678)
5959,4(2003)
5960,1(1511)
5961,1(1511)
5962,1(1511)
5963,1(1511)
5964,4(2003)
5965,2(1695)
5966,1(1511)
5967,1(1511)
5968,4(2003)
5969,2(1695)
5970,1(1511)
5971,4(2003)
5972,2(1695)
5973,1(1511)
5974,5(1678)
5975,3(944)
5976,4(2003)
5977,5(1678)
5978,4(2003)
5979,1(1511)
5980,2(1695)
5981,4(2003)
5982,5(1678)
5983,5(1678)
5984,5(1678)
5985,4(2003)
5986,3(944)
5987,3(944)
5988,3(944)
5989,3(944)
5990,3(944)
5991,3(944)
5992,4(2003)
5993,3(944)
5994,1(1511)
5995,3(944)
5996,3(944)
5997,3(944)
5998,3(944)
5999,1(1511)
6000,5(1678)
6001,1(1511)
6002,5(1678)
6003,5(1678)
6004,2(1695)
6005,3(944)
6006,4(2003)
6007,3(944)
6008,5(1678)
6009,3(944)
6010,3(944)
6011,5(1678)
6012,3(944)
6013,1(1511)
6014,1(1511)
6015,5(1678)
6016,1(1511)
6017,5(1678)
6018,4(2003)
6019,5(1678)
6020,2(1695)
6021,2(1695)
6022,3(944)
6023,5(1678)
6024,1(1511)
6025,2(1695)
6026,2(1695)
6027,3(944)
6028,3(944)
6029,5(1678)
6030,4(2003)
6031,4(2003)
6032,2(1695)
6033,2(1695)
6034,2(1695)
6035,1(1511)
6036,5(1678)
6037,2(1695)
6038,1(1511)
6039,4(2003)
6040,4(2003)
6041,2(1695)
6042,5(1678)
6043,4(2003)
6044,5(1678)
6045,4(2003)
6046,5(1678)
6047,4(2003)
6048,3(944)
6049,4(2003)
6050,4(2003)
6051,2(1695)
6052,4(2003)
6053,1(1511)
6054,3(944)
6055,4(2003)
6056,4(2003)
6057,1(1511)
6058,4(2003)
6059,5(1678)
6060,2(1695)
6061,2(1695)
6062,4(2003)
6063,4(2003)
6064,1(1511)
6065,4(2003)
6066,4(2003)
6067,2(1695)
6068,4(2003)
6069,3(944)
6070,1(1511)
6071,1(1511)
6072,2(1695)
6073,3(944)
6074,3(944)
6075,1(1511)
6076,4(2003)
6077,4(2003)
6078,3(944)
6079,2(1695)
6080,1(1511)
6081,3(944)
6082,4(2003)
6083,4(2003)
6084,4(2003)
6085,2(1695)
6086,1(1511)
6087,1(1511)
6088,4(2003)
6089,2(1695)
6090,3(944)
6091,4(2003)
6092,1(1511)
6093,3(944)
6094,1(1511)
6095,1(1511)
6096,4(2003)
6097,3(944)
6098,5(1678)
6099,1(1511)
6100,3(944)
6101,4(2003)
6102,5(1678)
6103,4(2003)
6104,3(944)
6105,4(2003)
6106,4(2003)
6107,5(1678)
6108,5(1678)
6109,4(2003)
6110,3(944)
6111,5(1678)
6112,5(1678)
6113,5(1678)
6114,1(1511)
6115,2(1695)
6116,5(1678)
6117,5(1678)
6118,5(1678)
6119,5(1678)
6120,5(1678)
6121,4(2003)
6122,5(1678)
6123,5(1678)
6124,5(1678)
6125,4(2003)
6126,5(1678)
6127,4(2003)
6128,3(944)
6129,2(1695)
6130,4(2003)
6131,4(2003)
6132,4(2003)
6133,4(2003)
6134,5(1678)
6135,1(1511)
6136,5(1678)
6137,1(1511)
6138,1(1511)
6139,1(1511)
6140,1(1511)
6141,1(1511)
6142,1(1511)
6143,4(2003)
6144,2(1695)
6145,1(1511)
6146,2(1695)
6147,1(1511)
6148,2(1695)
6149,1(1511)
6150,3(944)
6151,4(2003)
6152,1(1511)
6153,4(2003)
6154,1(1511)
6155,1(1511)
6156,4(2003)
6157,1(1511)
6158,4(2003)
6159,1(1511)
6160,4(2003)
6161,1(1511)
6162,1(1511)
6163,2(1695)
6164,5(1678)
6165,5(1678)
6166,2(1695)
6167,1(1511)
6168,5(1678)
6169,1(1511)
6170,1(1511)
6171,4(2003)
6172,5(1678)
6173,4(2003)
6174,5(1678)
6175,5(1678)
6176,5(1678)
6177,5(1678)
6178,3(944)
6179,4(2003)
6180,3(944)
6181,3(944)
6182,5(1678)
6183,5(1678)
6184,5(1678)
6185,5(1678)
6186,1(1511)
6187,4(2003)
6188,1(1511)
6189,2(1695)
6190,4(2003)
6191,2(1695)
6192,1(1511)
6193,2(1695)
6194,2(1695)
6195,2(1695)
6196,2(1695)
6197,1(1511)
6198,5(1678)
6199,4(2003)
6200,4(2003)
6201,1(1511)
6202,1(1511)
6203,1(1511)
6204,2(1695)
6205,1(1511)
6206,2(1695)
6207,2(1695)
6208,4(2003)
6209,4(2003)
6210,5(1678)
6211,5(1678)
6212,5(1678)
6213,5(1678)
6214,5(1678)
6215,5(1678)
6216,5(1678)
6217,2(1695)
6218,2(1695)
6219,2(1695)
6220,3(944)
6221,1(1511)
6222,2(1695)
6223,3(944)
6224,2(1695)
6225,4(2003)
6226,4(2003)
6227,4(2003)
6228,1(1511)
6229,5(1678)
6230,4(2003)
6231,1(1511)
6232,4(2003)
6233,3(944)
6234,1(1511)
6235,2(1695)
6236,4(2003)
6237,2(1695)
6238,5(1678)
6239,4(2003)
6240,4(2003)
6241,4(2003)
6242,1(1511)
6243,4(2003)
6244,3(944)
6245,1(1511)
6246,1(1511)
6247,5(1678)
6248,3(944)
6249,5(1678)
6250,5(1678)
6251,4(2003)
6252,3(944)
6253,4(2003)
6254,4(2003)
6255,1(1511)
6256,4(2003)
6257,1(1511)
6258,4(2003)
6259,5(1678)
6260,1(1511)
6261,4(2003)
6262,1(1511)
6263,1(1511)
6264,1(1511)
6265,3(944)
6266,2(1695)
6267,2(1695)
6268,2(1695)
6269,2(1695)
6270,4(2003)
6271,3(944)
6272,4(2003)
6273,5(1678)
6274,4(2003)
6275,1(1511)
6276,2(1695)
6277,5(1678)
6278,1(1511)
6279,5(1678)
6280,2(1695)
6281,1(1511)
6282,5(1678)
6283,1(1511)
6284,2(1695)
6285,1(1511)
6286,5(1678)
6287,5(1678)
6288,4(2003)
6289,1(1511)
6290,5(1678)
6291,1(1511)
6292,1(1511)
6293,4(2003)
6294,4(2003)
6295,5(1678)
6296,4(2003)
6297,2(1695)
6298,2(1695)
6299,1(1511)
6300,1(1511)
6301,4(2003)
6302,4(2003)
6303,3(944)
6304,1(1511)
6305,1(1511)
6306,4(2003)
6307,5(1678)
6308,4(2003)
6309,5(1678)
6310,4(2003)
6311,4(2003)
6312,3(944)
6313,2(1695)
6314,5(1678)
6315,4(2003)
6316,2(1695)
6317,4(2003)
6318,2(1695)
6319,4(2003)
6320,4(2003)
6321,1(1511)
6322,5(1678)
6323,2(1695)
6324,3(944)
6325,4(2003)
6326,3(944)
6327,1(1511)
6328,4(2003)
6329,4(2003)
6330,3(944)
6331,2(1695)
6332,2(1695)
6333,4(2003)
6334,4(2003)
6335,3(944)
6336,4(2003)
6337,3(944)
6338,2(1695)
6339,4(2003)
6340,4(2003)
6341,4(2003)
6342,1(1511)
6343,1(1511)
6344,4(2003)
6345,4(2003)
6346,5(1678)
6347,5(1678)
6348,2(1695)
6349,3(944)
6350,5(1678)
6351,5(1678)
6352,3(944)
6353,2(1695)
6354,4(2003)
6355,4(2003)
6356,2(1695)
6357,4(2003)
6358,1(1511)
6359,5(1678)
6360,2(1695)
6361,1(1511)
6362,2(1695)
6363,2(1695)
6364,1(1511)
6365,1(1511)
6366,4(2003)
6367,2(1695)
6368,2(1695)
6369,5(1678)
6370,5(1678)
6371,4(2003)
6372,5(1678)
6373,4(2003)
6374,5(1678)
6375,2(1695)
6376,5(1678)
6377,1(1511)
6378,5(1678)
6379,4(2003)
6380,4(2003)
6381,4(2003)
6382,2(1695)
6383,1(1511)
6384,2(1695)
6385,4(2003)
6386,5(1678)
6387,5(1678)
6388,3(944)
6389,4(2003)
6390,5(1678)
6391,4(2003)
6392,2(1695)
6393,1(1511)
6394,3(944)
6395,5(1678)
6396,4(2003)
6397,5(1678)
6398,4(2003)
6399,5(1678)
6400,4(2003)
6401,2(1695)
6402,4(2003)
6403,2(1695)
6404,3(944)
6405,3(944)
6406,3(944)
6407,4(2003)
6408,4(2003)
6409,3(944)
6410,2(1695)
6411,1(1511)
6412,2(1695)
6413,1(1511)
6414,4(2003)
6415,5(1678)
6416,4(2003)
